numtechnologie,codelangue,titre,definition,3,4,application,6,7,8,9,10,11,12,13,14,15,16,17,18
75,2,Extracteur d'air,"Aération statique
Pour les silos palplanche, silos plat ou cellules béton ouvertes : par grilles de ventilation (appelées ventelles) installées en partie haute du voile extérieur des cellules et au niveau du faîtage ou de la jonction avec la galerie. Cela permet une circulation d’air dans le ciel des cellules ainsi que l’extraction de l’air de ventilation. Les aérations sont munies de grillage anti-moineaux.Pour les cellules métalliques cylindriques : l’aération est assurée par courant d’air créé par l’espace entre le toit et la dernière virole, ainsi qu’au niveau de l’entrée de matière.
Aération mécanique
Pour les cellules béton fermées : l’extraction d’air se fait à l’aide d’un extracteur d’air mécanique asservi au fonctionnement de la ventilation et du remplissage. Le moteur doit être à l’extérieur du conduit, équipé d’écrous freins et d’un dispositif anti-chute dans les cellules.",,,,,,,,,,,,,,,,"


Points d’attention particulière


Préférer autant que possible les aérations naturelles et éviter les systèmes mécaniques,
Motorisation des systèmes mécaniques adaptée au risque,
Attention à la conception et à l’installation : risque de chute dans les cellules et risque d’incendie.





 "
76,2,Thermométrie,"L'installation de thermométrie est utilisée pour conduire et suivre le refroidissement et la conservation du grain. Elle permet de déterminer la consigne de température à afficher sur le thermostat de commande de la ventilation, de vérifier l'efficacité de chaque dose de ventilation et notamment de vérifier que le refroidissement concerne bien tout le tas, puis de contrôler la stabilité des températures atteintes.
 
   Sonde thermométrique
La sonde thermométrique est le système le plus utilisé pour contrôler la température dans une cellule de stockage qu’elle soit béton ou métallique. La sonde est reliée à un câble suspendu à la structure de la cellule. Ce système est efficace car la sonde est plongée au cœur du grain.
 

 
Figure 76.1 - Sonde thermométrique
 
Elle permet la mesure en plusieurs points à différents niveaux (environ un point de mesure tous les 4 mètres). Dans le calcul de la structure supportant la sonde, il faut nécessairement prendre en compte les efforts de traction exercés sur la sonde et donc la structure lors de la vidange de la cellule. De même, pour les cases et cellules à fond plat, à vidange latérale, une attache fusible de la sonde au sol doit permettre une rupture calibrée de l’attache afin d’éviter l’arrachage de la sonde (implantation selon la norme NF ISO 4112). Les sondes sont de résistance adaptée en fonction de la hauteur du tas de graines, du débit d’ensilage et du débit de vidange. L’affichage du suivi des températures se fait à l’aide d’un synoptique ou simplement par impression des valeurs, avec éventuellement une alarme et un enregistrement des données.
Canne sonde portable à thermistance ou thermocouple
La canne est placée en haut du tas de grain dans les deux mètres supérieurs environ. Ce système est limité, à employer sur les tas de graines de faible hauteur.
Caméra infrarouge
Les appareils de mesure des rayonnements infrarouges permettent de relever essentiellement les températures à la surface des grains, notamment pour détecter un point chaud avec la ventilation en fonctionnement.
 ",,,,,,,,,,,,,,,,"



Utilisation des matériels de thermométrie


Indicateurs d’échauffement


Emanation de buées,


Odeurs,


Difficultés d'écoulement des grains,


Difficulté à faire circuler l'air de ventilation dans le grain,


Apparition de moisissures,


Constat d'une humidité supérieure à 15 % M.H.


Mode opératoire à suivre pour détecter un échauffement anormal
1) Effectuer un premier relevé des températures qui servira de référence. 2) Mettre le ventilateur en marche pendant une vingtaine de minutes. La chaleur dégagée par le point chaud réchauffe l'air de ventilation qui réchauffe à son tour les capteurs de température situés à l'aval. 3) Effectuer un nouveau relevé des températures. 4) Interrompre la ventilation. Si l'on observe une élévation des températures supérieure à 5°C entre les deux relevés, il y a probablement un point chaud qui nécessite rapidement une intervention spécifique. Ce mode opératoire ne peut être mis en œuvre fréquemment. En effet, il est long et l'air extérieur utilisé pour ventiler est, le plus souvent, à une température assez élevée et risque de réchauffer le grain sain ou d'y créer des condensations. Ce mode opératoire est donc réservé dans le cas où certains des indicateurs définis plus haut sont identifiés. Intervention L'intervention adaptée, en cas d'échauffement des grains, consiste en général à réaliser : vidange, passage au nettoyeur, prélèvement d'échantillons sur lesquels on contrôle la teneur en eau et la température, transilage dans un autre stockage, ventilation et à nouveau surveillance de la température du grain. Dans les cas les plus aigus, le grain doit être étalé en une couche de faible épaisseur, le temps que sa température baisse naturellement.
Intervention
L'intervention adaptée, en cas d'échauffement des grains, consiste en général à réaliser : vidange, passage au nettoyeur, prélèvement d'échantillons sur lesquels on contrôle la teneur en eau et la température, transilage dans un autre stockage, ventilation et à nouveau surveillance de la température du grain. Dans les cas les plus aigus, le grain doit être étalé en une couche de faible épaisseur, le temps que sa température baisse naturellement.




Enregistrement de température


Exemples de fiches de suivi de la température
 

Enregistrement pour une sonde ou un capteur par cellule:

 
 

 
 
Figure 76.2 - Enregistrement pour une sonde ou un capteur par cellule
 


Enregistrement pour plusieurs sondes et plusieurs capteurs par cellule:


  

 
Figure 76.3 - Enregistrement pour plusieurs sondes et plusieurs capteurs par cellule





Points d’attention particulière



La répartition des sondes pour la silothermie
L’accès aux sondes pour la maintenance
Définition des seuils d’exploitation et d’auto-échauffement
L’installation des sondes sous gaines permet un remplacement plus aisé des capteurs en cas de défaillance
La prise en compte des surcharges de traction des sondes sur le point d’accrochage
Formation des chefs de silo à la conduite automatique de la ventilation en relation avec les retours de la thermométrie





 "
77,2,Silencieux,Le silencieux est un dispositif placé au niveau du ventilateur de refroidissement afin de réduire le niveau sonore.,,,,,,,,,,,,,,,,
78,2,Pilotage,"L’ensemble de l’installation est pilotée par automate. Un terminal opérateur de proximité est installé sur l’armoire électrique, tandis qu’un ordinateur de contrôle et de gestion est installé dans le bureau de supervision.
Le système de supervision renseigne en temps réel l’état de fonctionnement du séchoir : températures, alarmes, état des détecteurs. Il permet également le pilotage de conduite du séchoir en fonction des graines, des humidités en entrée et sortie, de calculer le débit, etc.
 

 
Figure 78.1- Système de supervision du silo
 
 ",,,,,,,,,,,,,,,,
79,2,Groupe froid,"Des systèmes existent pour refroidir l’air de ventilation avant sont entrée dans le grain. Ces systèmes sont onéreux, avec des coûts d’exploitation importants. De ce fait, ils sont à privilégier pour les produits sensibles et à haute valeur ajoutée. Les échangeurs air/eau permettent uniquement de gagner la température de réchauffage de l’air lors de sa traversée dans le ventilateur. Plus efficace, le groupe frigorifique permet un refroidissement rapide et efficace. Il améliore également l’aspect désinsectisation. Par contre, il entraîne une légère perte d’humidité et il nécessite d’assurer un bon entretien vis-à-vis du risque de légionellose.",,,,,,,,,,,,,,,,
80,2,Ventilation multi-cellules,"Il s'agit de ventiler plusieurs cellules à la fois avec le même ventilateur, lorsque c’est possible, pour réduire la durée de refroidissement des grains.",,,,,,,,,,,,,,,,
81,2,Suivi des performances,"Il s’agit de donner aux exploitants une meilleure connaissance de leurs consommations d’énergie, de manière à leur permettre de prendre d’eux-mêmes les meilleures décisions selon leur situation. Il est d'usage de généraliser les sous-comptages et de proposer des tableaux de bord énergétiques.",,,,,,,,,,,,,,,,
82,2,Manutention,,,,,,,,,,,,,,,,,
83,2,Transporteur à chaîne,"  Le transporteur à chaîne a été inventé par l'anglais REDLER d'où le nom souvent donné à cet appareil. Un transporteur à chaîne est un appareil permettant la manutention ou l’extraction de grains ou autres sur une trajectoire linéaire horizontale ou inclinée. Il se compose d'une chaîne à maillons plats sur lesquels sont fixées des barrettes latérales formant des raclettes. Cette chaîne circule dans un carter de section rectangulaire entre un pignon d'entraînement et un pignon de renvoi, le brin inférieur glissant sur le fond du carter. Le grain, alimenté par la partie supérieure du convoyeur, coule au travers du brin supérieur de la chaîne et tombe au fond du carter. Les débits usuels s'échelonnent généralement entre 50 et 400 t/h.
 
Plusieurs entrées et plusieurs sorties possibles. Possibilité de fonctionnement en double-sens.
 

 
Figure 83.1 - Zoom sur le transporteur à chaîne
 

 
Figure 83.2 - Vue de dessus du transporteur à chaîne
 

 
Figure 83.3 - Vue de dessus du transporteur à bande
 
 
 "," 
 
 
 
 
 
 
 

Extraction de trémie
Alimentation de cellules
Reprise de cellules
Transfert de matières
",,,,,,,,,,"
 
Figure 83.4 - Fonctionnement du transporteur à chaîne",,"
 
Figure 83.5 - Comparaison entre les transporteurs à bande et à chaîne",,,"



Conception-Eléments importants


Entièrement métallique
Epaisseur de tôle minimale, en fonction du taux de rotation du silo ou du nombre d’heures de fonctionnement : fond 6 à 8 mm, flasques 4 ou 6 mm, couvercle 2,5 ou 3 mm.
Finition implantation en intérieur : 

antirouille + laque de finition 2 couches 
ou dégraissage + traitement anticorrosion par phosphatation + peinture d’apprêt + laque cuite à 180°C. 
ou 2 couches d’antirouille
Finition implantation en extérieur : acier galvanisé avec couvercle étanche profilé en forme de chapeau chinois, interposition de joints souples type Bulgomme.
Type de chaîne : 

en acier estampé soudable avec axe en acier au nickel chromé, trempé et revenu. 
équipées d’éléments racleurs tous les 5 maillons pour une vidange intégrale, avec godets ramasseurs pour ramasser les grains filants et tôle déflectrice en queue
Type normalisé ISO
Type à maillons forgés, spécifiques constructeurs
Vitesse de la chaîne : 0,6 m/s
Eléments :

Sorties largement dimensionnées pour réduire au maximum les produits filants.
Rails de retour de chaîne en Té en ERTALENE® non recyclé permettant de porter et de guider la chaîne avec un minimum de frottement.
Stations de tête et de queue : munies de tourteaux en acier dur en 2 parties non soudées, démontables sans démontage de l’axe.
Dents démontables en tête.
Arbre en acier mi-dur de diamètre largement dimensionné, monté sur roulements à billes à rotules ou roulements à rouleaux résistant mieux que les roulements à billes, graissage par graisseurs à billes.
Poste de renvoi avec système de tension à vis
Continuité de terre par tresse de masse aux jonctions de coffres
Détecteur de sécurité

Détecteur de rotation en queue, sous carter de protection
Détecteur de bourrage en tête
Motorisation :

Puissance inférieure à 30 kW : commande par moto-réducteur à engrenages, graissage à bain d’huile, transmission à arbre creux, avec carter de protection
Puissance > 30 kw : démarreur électronique ou variateur de fréquence
Longueurs : jusqu’à 60 m
Puissance par tonne transportée

La puissance varie essentiellement en fonction du débit, de l’inclinaison et de la longueur du transporteur- Elle est donnée sur la base d’un blé de PS 0,75.
A titre indicatif : 

200 t/h : 15 kW pour une longueur de 30 m – 30 kW pour 60 ml
300 t/h : 22 kW pour une longueur de 30 m – 45 kW pour 60 ml
400 t/h : 37 kW pour une longueur de 30 m – 75 kW pour 60 ml


Points d’attention particulière


L’entretien et la maintenance pour limiter le bruit dû à l’usure, les fuites de graines et de poussières
La vidange totale pour éviter les pollutions croisées
Vitesse : 0,6 m/s recommandée pour réduire l’usure"
84,2,Transporteur à bande,"Un transporteur à bande est un appareil permettant la manutention ou l’extraction de produits granuleux ou pulvérulents sur une trajectoire linéaire horizontale ou inclinée et sur de longues distances. Le produit à transporter, vrac ou charges unitaires, est déposé sur une bande circulant sur un support à faible coefficient de frottement (rouleaux ou surface polie) et entraînée par un tambour d'extrémité. Plusieurs entrées et sorties possibles. Possibilité de fonctionnement en double-sens.
 

 
Figure 84.1 - Zoom sur un transporteur à bande
 
 

 
Figure 84.2 - Vue globale du transporteur à bande
 
 
 
 
Figure 84.3 - Vue globale du transporteur à bande
 ",,,,,,,,,,,,,"
Figure 84.4 - Comparaison entre les transporteurs à bande et à chaîne",,,"



Principaux éléments



La bande,
Le support : rouleaux ou surface polie,
Les tambours de traction, renvoi et tension,
Le chariot verseur pour les multi-vidanges.




Conception-Eléments importants


Entièrement métallique
Epaisseur de tôle minimale : jetée 6 mm
Finition implantation en intérieure : 2 couches de peinture antirouille
Finition implantation en extérieur : acier galvanisé
Etanchéité à la poussière par filtre ponctuel et capotage (capot fusible).
Etanchéité extérieure : par capot galvanisé,
Dépoussiérage : assez peu efficace en général, dû à la conception des transporteurs,
Bande :

Caoutchouc armé de toile tissée, antistatique ISO284, auto-extinguible ISO340 et résistant aux produits gras et à l’abrasion
Les bandes alimentaires peuvent également être auto-extinguible et antistatique.
Jonction par vulcanisation à froid.

Nota : dans le cas de tapis à forte inclinaison, des chevrons sont nécessaires pour retenir le grain et le faire monter. Par contre, les bandes avec chevrons moulés dans la masse ne sont pas auto-extinguibles. Une autre technique consiste en l’ajout de chevrons par collage sur une bande auto-extinguible, mais alors, se pose le problème de la tenue au feu de la colle et des chevrons.
Vitesse de la bande :

3 m/s maximum
Paliers avec étanchéité renforcée
Continuité de terre par tresse de masse

Bâti :

En profilés du commerce ou en tôle pliée
Protection inférieure grillagée ou en tôle pleine suivant implantation (protection en cas de chute de rouleau)

Pied

Tambour usiné, soudé, limbe bombé, garni de caoutchouc ou en cage d’écureuil,
Tensions des appareils jusque 25 ml : à vis,
Tensions des appareils > 25 ml : automatique à contrepoids,
Paliers auto-aligneurs,
Trémie d’alimentation capotée et caoutchoutée.

Tête :

Tambour usiné, soudé, limbe bombé, garni de caoutchouc ou en cage d’écureuil,
Racloir à lames multiples pour bandes et tambours,
Trémie de jetée doublée en acier type Creusabro ou en Rhynoïd

Stations de rouleaux :

Station en V ou en auge suivant les débits,
Rouleaux supérieurs espacés de 30 cm à l’alimentation et à la sortie, avec un minimum de 4 trains de rouleaux,
Rouleaux supérieurs espacés de 1,50 m maxi en partie courante,
Rouleaux inférieurs espacés de 3,0 m maxi.

 Capot :

En extérieur : amovible étanche en acier galvanisé, facilement démontable pour la maintenance ou articulé sur charnière,
En intérieur : étanche, facilement démontable pour la maintenance, avec prises d’aspirations régulières,
En complément : capots fusibles aux extrémités, en cas d’incendie.

Chariot déverseur :

Permet le déchargement de la bande en tous points de l’appareil,
Commande manuelle ou électrique,
Adaptation intérieure anti-usure,
Attention à la circulation latérale du personnel au niveau du chariot.

Détecteurs de sécurité

Détecteur de rotation à l’opposé du groupe de commande, sous carter de protection,
Détecteur de déport de bande (2 en tête et 2 en pied à minima en fonction de la longueur),
Câble d’arrêt d’urgence côté circulation, facilement préhensible en toute sécurité,
Capteur de bourrage,

Motorisation :

Moto-réducteur à arbre creux jusque 30 kW
Démarreur électronique ou variateur de fréquence au-delà de 30 kW

Longueur :

Jusqu’à plusieurs km

Puissance par tonne transportée

La puissance varie essentiellement en fonction du débit et de l’inclinaison du transporteur à bande Elle est donnée sur la base d’un blé de PS 0,75.
A titre indicatif :

200 t/h : 15 kW pour une longueur de 50 m – 18.5 kW pour 100 ml
300 t/h : 15 kW pour une longueur de 50 m – 22 kW pour 100 m
400 t/h : 18,5 kW pour une longueur de 50 m – 30 kW pour 100 m






 Points d’attention particulière


Les fuites de graines et l’émission de poussières
Le type de bande pour éviter l’incendie
Le type de tension de la bande et la surveillance
Les déports de bande
Pour les bandes capotées : capots légers et facilement démontables ou articulés sur charnière




"
85,2,Elevateur à godets,"Un élévateur à godets est un appareil permettant la manutention de produits granuleux ou pulvérulents sur une trajectoire linéaire verticale. Une seule entrée en pied et une seule sortie possible. L'élévateur à godets se compose d'une sangle formant une courroie tendue verticalement entre une poulie de tête-motrice et une poulie de pied dont l'axe est déplaçable en hauteur pour permettre le réglage de la tension. Des godets sont fixés sur la sangle dont l'ensemble est enfermé dans un bâti en tôle, équipé d'une goulotte d'alimentation dans le pied de l'élévateur où les godets se remplissent par pelletage et d'une tête de forme appropriée pour évacuer le grain par projection centrifuge.
 

 
Figure 85.1 - Elevateur à godets en fontionnement
 

 
Figure 85.2 - Vue globale de l'élévateur à godets
 
 
 
 "," 
 
 
 
 
 
 
 
 

Extraction de trémie
Alimentation de cellules
Transfert de matières
",,,,,,,,,,"
 
Figure 85.3 - Principe de fonctionnement de l'élévateur à godets",,,,,"



Conception-Eléments importants




Entièrement métallique


Epaisseur de tôle minimale : pied 6 mm, gaines 2 mm (3 mm en galvanisation à chaud), tête 4 mm


Finition implantation en intérieure :



Antirouille + laque de finition 2 couches


Ou dégraissage + traitement anticorrosion par phosphatation + peinture d’apprêt + laque cuite à 180°C.


Ou 2 couches d’antirouille.



Finition implantation en extérieur : acier galvanisé.


Etanchéité poussière avec montage des tôleries au mastic et filtres ponctuels


Tête :



La forme de la tête est étudiée pour permettre la projection centrifuge des grains. Elle est donc spécifique à une vitesse de sangle et un type de grain.


En cas d'arrêt accidentel en charge, un dispositif anti-retour de la sangle est nécessaire. Pour limiter la casse du grain, une boîte de chute est placée après la jetée.


Tambour à jante bombée revêtue de caoutchouc à chevron,


Roulements à rouleaux pour une meilleure tenue à la charge que les roulements à billes,


Capot démontable en plusieurs parties,


Plaques d’usures démontables sous capot et sur les côtés,


Tête et trémie de jetée doublée en acier type Creusabro ou en Rhynoïd


Rail installé au-dessus de la tête pour démontage,


Mode de protection adapté contre les explosions.



Pied



Avec plaques inclinées dans les angles pour éviter tout dépôt de produit, avec vidange intégrale et trappe coupe-grain sur le gousset d’alimentation


Gousset d’alimentation sur brin descendant avec protection anti-usure démontable


Gousset latéral de réengrainement avec grille et couvercle étanche (minimum 400x400 mm)


Réglage à vis de la tension, avec volant unique central (protection des tiges à prévoir par capotage)


Tambour lisse ou à cage d’écureuil autonettoyante



Gaines :



Les gaines sont en acier sous forme d'éléments en caisson de 2 à 3 m de longueur raccordés par brides boulonnées


Les gaines des élévateurs pour maïs humide peuvent être en acier inoxydable 304L


Les éléments sont montés selon une verticale rigoureuse sinon la sangle et les godets frottent et usent rapidement le bâti


Etanches sur la longueur et entre les tronçons (interposition de joints souples type Bulgomme en extérieur ou montage par joints polymérisables)


Avec éléments démontables pour la tension, maintenance, à un niveau de plancher bas (accès aux 2 faces de la sangle), mais également à chaque étage pour le nettoyage


Renforts anti-explosion sur les gaines de pied


Maintien de l’écartement entre les gaines par caillebotis ou croisillons pour limiter la rétention de poussières


Mode de protection adaptée contre les explosions


Hublots de surveillance


Continuité de terre par tresse de masse



Sangle :



Caoutchouc armé de toile tissée, antistatique ISO284, auto-extinguible ISO340 et résistant aux produits gras


Jonction par platines,


Allongement maximum de 2% pendant sa durée de vie.


Vitesse de la sangle : 3 m/s maximum



Godets :



En acier embouti


En tôle noire estampée


Profil pour vidange intégrale


Fixation sur la sangle par boulons à ergot, rondelles et écrous Nylsto


Détecteur de sécurité


Détecteur de rotation en pied, sous carter de protection


Détecteur de déport de sangle (2 en haut et 2 en bas) latéraux sur regards ou intérieur type déports de bande ou détecteurs de température sur les joues des gaines


Détecteur de température sur les paliers et les roulements


Détecteur de bourrage en sortie



Motorisation :



Moto-réducteur à arbre creux jusque 30 kW


Démarreur électronique ou variateur de fréquence au-delà de 30 kW


Dispositif anti-dévireur extérieur ou inclus au réducteur



Hauteur :



Jusqu’à 70 m en 200 t/h – 60 m en 300 et 400 t/h



Puissance par tonne transportée



La puissance varie essentiellement en fonction du débit, de la taille des godets, du nombre de godets par mètre et de la hauteur de l’élévateur – Elle est donnée sur la base d’un blé de PS 0,75.


A titre indicatif :



200 t/h : 22 kW pour une hauteur de 25 m – 45 kW pour 50 ml


300 t/h : 37 kW pour une longueur de 25 m – 75 kW pour 50 m


400 t/h : 45 kW pour une longueur de 25 m – 90 kW pour 50 m








Points d’attention particulière



Le débourrage en pied et le réengrainement
Le jeu suffisant entre la sangle et les gaines
Le dispositif de déport de sangle
Les capteurs de température sur les paliers et roulements
Le type de sangle pour éviter l’incendie
Le type de tension de la sangle et la surveillance
L’installation d’évents d’explosion sur les gaines
Pour les élévateurs transportant du maïs, du colza et du tournesol, prévoir des trappes de nettoyage des tambours en tête et en pied





 "
86,2,Convoyeur à vis,"Un convoyeur à vis est un appareil utilisant le principe de la vis d’Archimède pour manutentionner, extraire ou doser les produits granuleux et pulvérulents, sur une trajectoire linéaire horizontale ou inclinée. Plusieurs entrées et sorties sont possibles. Le convoyeur se compose d'une spirale (filet hélicoïdal) entraînée en rotation dans un carter ouvert (vis en auge) ou fermé (vis sous tube). La spire est constituée d’un tube sur lequel un filet continu est soudé. Le pas de la vis peut être constant pour le transport de produit ou progressif pour l’extraction.
 
 ","En général, il est utilisé pour les manutentions à petits débits comme les poussières, grains cassés, déchets, orgettes.",,,,,,,,,,"
 
Figure 86.1 - Fonctionnement d'un convoyeur à vis",,,,,"



Conception-Eléments importants



Entièrement métallique

Epaisseur de tôle minimale : auge 3 mm, couvercle 2 mm

Finition implantation en intérieure : 


Antirouille + laque de finition 2 couches 

Ou dégraissage + traitement anticorrosion par phosphatation + peinture d’apprêt + laque cuite à 180°C. 

Ou 2 couches d’antirouille

Finition implantation en extérieur : acier galvanisé


Etanchéité aux poussières avec montage des tôleries au mastic

Tête :


Reçoit le groupe de commande

Commande par motoréducteur à arbre creux

Palier avec étanchéité renforcée dans le cas de convoyage de poussières

Pied 


Palier avec étanchéité renforcée dans le cas de convoyage de poussières

Auge :


Assemblage par brides soudées sur l’auge et boulonnées entre elles

Paliers intermédiaires à double étanchéité et oscillants, tous les 3 m environ

Vitesse de la vis : 80 à 200 tours/min en fonction de la taille de la vis

Détecteur de sécurité


Détecteur de rotation en pied, sous carter de protection

Détecteur de bourrage en sortie

Motorisation :


Démarreur électronique ou variateur de fréquence au-delà de 15 kW

Débit :


Jusqu’à 300 t/h

Puissance par tonne transportée


La puissance varie essentiellement en fonction du diamètre de la vis, de la spire et de la vitesse de rotation - Elle est donnée sur la base d’un blé de PS 0,75.

A titre indicatif : 


20 t/h : 4 kW 

50 t/h : 11 kW 


Points d’attention particulière


Les paliers intermédiaires
Le contrôleur de bourrage"
87,2,Sauterelle,"Les sauterelles sont des transporteurs mobiles à bande.
 
 
 
 
 
 
 
 

 
Figure 87.1 - Schéma en coupe d'une sauterelle en fonctionnement
 

 
Figure 87.2 - Photo d'une sauterelle"," 
 
 
 
 
 
 
 
Elles sont souvent utilisées dans les silos de stockage à plat pour déverser le grain au sommet du tas de céréales.",,,,,,,,,,,,,,,
88,2,"Tuyauteries, boîtes 2D, vannes, mobiles","Les canalisations permettent la circulation des grains entre les différents appareils de manutention. Elles sont dimensionnées en fonction du débit de la manutention.
Greffées sur ces canalisations, les boites 2D permettent d’orienter le grain dans deux directions. La trappe est actionnée par un vérin. Quand trois directions sont nécessaires, deux boites sont mises en série.
Tuyauteries
Pénétrations des conduits au travers des planchers sous fourreaux. Les conduits extérieurs sont galvanisés. Les conduits à grains sont exécutés en tube étiré tarif 9 conformes à la norme AFNOR A 48-005, ils peuvent également être de forme carrée sur mesure. Les pentes minimales sont de 45° pour tous les circuits (sauf spécifications).
 
 




Débit en t/h


Diamètre nominal tuyauterie en mm


Epaisseur minimale d’acier en mm




100


171


3.5




150


273


4.5




200


324


6.3




300


406


6.3




400


457


6.3




600


559


6.3




 


Conduits assemblés par colliers d’assemblage ou par brides. Rotation possible pour permettre une meilleure répartition de l’usure.


Amortisseurs de chute à prévoir dès que la hauteur dépasse 5 mètres.


Coudes de type « universels » à double rotule.


Les conduits de forme carrés peuvent facilement être doublés de plaques d’usure, amovibles,  en aciers spéciaux Creusabro ou en Rhynoïd et en Céramique.


Portillon de débourrage, partout où nécessaire.


Regard de visite Ø 150 avec dispositif de blocage manuel du tampon caoutchouc (accessible, aux endroits nécessaires (débourrage)).


Tous les raccords avec coudes seront soigneusement mastiqués afin d’éviter toute fuite de poussières (nécessité de conserver la continuité de la terre).


Les boîtes à 2 directions
De type symétrique ou asymétrique, à clapet ou à casque :


Construction métallique avec flasque d’épaisseur suffisante pour éviter toute déformation d’une épaisseur minimale de 6mm


Clapet basculant monté sur roulement, tôle d’usure amovible, sans démontage de la boîte. Le jeu entre la boîte et le clapet ne devra pas excéder 5/10 mm.


Portes de visite par tampon caoutchouc.


Prévoir des tampons démontables et verrouillables.


Prévoir des revêtements anti-usure.


Commande par vérin pneumatique.


Pente d’écoulement : 45°.


Le système à auget est mieux que le clapet pour l’usure.


Vannes


Toutes les vannes verticales ou horizontales sous cellules, boisseaux ou appareils de manutention, sont de construction en acier mécano soudé.



La tôle de fermeture indéformable est montée sur plats afin d’éviter tout blocage de grains.


Pour éviter le blocage des vannes, les glissières des vannes sont conçues pour éviter toute rétention de poussières ou produits.


Les vannes sont à glissière avec fonctionnement tout ou rien ou fermeture en deux temps.


Le système de commande est soit manuel avec volant, soit par vérin pneumatique. Des contacts de position d’ouverture et de fermeture sont nécessaires pour une installation automatique.



Mobiles


Tous les mobiles sont équipés des organes électriques permettant la télécommande, la signalisation et les asservissements.


Les capteurs de position sont prévus sur tous les mobiles montés sur leurs supports et réglés pour chaque position. Ils doivent être étanches.


Les mobiles commandés par vérins pneumatiques sont entièrement équipés avec : vérin, distributeur piloté par 2 électrovannes, supports et raccordements souples (Rilsan) entre distributeur et vérin.Les vannes à ouverture tout ou rien sont équipées de distributeurs pilotés par une seule électrovanne afin de provoquer leur fermeture en cas de panne de courant.Les micro-contacts de positionnement sont à 24 Volts et du type « inductif » dans le cas de l’ASI.Dans le cas de commande par vérin pneumatique, les contacts de positionnement sont souvent montés sur les vérins. Les contacts de position de type ILS, montés sur les vérins, sont bien pour la mise en œuvre, mais la fiabilité est moindre dans le temps en comparaison de la mise en place de deux contacts de position distincts. Cependant cette deuxième méthode, plus ancienne, est plus longue à l’installation.
 
 ",,,,,,,,,,,,,,,,
89,2,Pendulaire et distributeur révolvers,"Pendulaire et distributeur révolvers


Construction métallique avec commande électrique des aiguillages par moto réducteurs individuels, et détecteur de position par sortie.

Ensemble des tôleries et des éléments mobiles renforcés pour limiter l’usure.
Ensemble raccordé sur coffret électrique local de commande sur châssis support.
Prise d’aspiration à prévoir à l’entrée avec trappe de visite.
Le pendulaire est un appareil pratique car il dispose, avec un encombrement réduit, de multiples entrées et sorties. Il remplace aisément des boîtes à 2 directions en termes de fonctionnalité. Par contre, les dangers de pollution croisée sont importants de par sa conception en raison de l’usure fréquente des aiguilles. Ce problème peut être évité par l’adjonction d’un système d’obturation mécanique, mais le surcoût est important.

Ce défaut de pollution croisée ne se pose pas pour le distributeur révolver, mais cet appareil dispose de moins de possibilités d’entrées (jusqu’à 2).


Dans tous les cas, le pendulaire vieilli mal.


 
 

 
Figure 89.1 - Schéma d'un pendulaire",,,,,,,,,,,,,,,,
90,2,Transport pneumatique,"Le transport pneumatique est utilisé pour le transport des déchets de nettoyage. L’ensemble se compose

d’une trémie réceptrice,
d’une écluse,
d’un surpresseur,
et d’un réseau de canalisation avec cyclone pour la mise en silo.
",,,,,,,,,,,,,,,,
91,2,Vis planétaire," 
 
 
 
 
 

 
Figure 91.1 - Vis planétaire vue de dessous
 
Lorsque les cellules des silos ne possèdent pas de fond conique, par exemple sur les silos métalliques cylindriques en tôle ondulée, intervention de la manutention mécanique par l’intermédiaire de l’extracteur planétaire (vis sans fin pivotant sur le centre de la cellule) pour diriger le grain vers l’orifice central de la cellule.",,,,,,,,,,,,,"Avantage:

Vidange totale de la cellule sans intervention humaine, sans dégagement de poussières, à un débit relativement élevé. En réalité une intervention humaine, plus ou moins importante, en fonction de la plus ou moins bonne conception de la vis est nécessaire.

 
Inconvénient:


Intervention humaine pour le grain résiduel (risque pour le personnel)

",,,"



Points d’attention particulière


Pour des silos cylindriques à fond plat
Dans le cas de cellules carrées, réalisation d’angles arrondis afin d’obtenir une zone de ramassage circulaire pour une vidange totale par la vis
La vis planétaire assure la vidange du tas résiduel en une seule rotation progressive après vidange gravitaire de la cellule
Entraînement par moteur placé soit à l’intérieur du silo sous carter de protection, soit en galerie de reprise
Les débits peuvent atteindre 200 t/h suivant le modèle
En fonction du diamètre de la cellule, plusieurs sorties intermédiaires sont prévues pour libérer la vis du tas de grain
En fonction de la longueur de la vis, des roues intermédiaires sont nécessaires
Des volets de réglage de débit sont prévus
Attention à la planéité du fond de la cellule
Une brosse balayeuse est installée pour éviter le balayage manuel en atmosphère poussiéreuse. Il existe également des modèles avec une petite spire devant la roue d’entraînement permettant de dégager la roue et d’éviter ainsi son patinage dans le grain."
