numsolution,numrex,mini_cout,maxi_cout,reel_cout,code_monnaie_cout,code_unite_cout,difficulte,gain,code_monnaie_gain,code_periode_gain,energie_gain,code_unite_energie,code_periode_energie,ges_gain,mini_gain,maxi_gain,moyen_gain,reel_gain,tri_reel,tri_min,tri_max
910,160,0.0,0.0,377.0,3,1,,3752.0,3,3,96600.0,5,1,,,,,,0.08,,
910,179,0.0,0.0,17000.0,3,1,,27000.0,3,2,238.0,12,3,,,,,,,,
910,188,0.0,0.0,5400.0,4,1,8.0,883.0,4,3,14717.0,5,3,,,,,,,,
912,186,0.0,0.0,360.0,4,1,8.0,5762.0,4,3,26280.0,5,3,,,,,,,,
913,192,,,,0,0,,,1,1,,1,1,,,,,,,,
913,489,,,,0,0,,,1,1,,1,1,4000.0,,,,0.09,,,
913,542,0.0,0.0,12810528.0,3,1,,,7,3,15315000.0,16,1,,,,,,,,
913,814,,,,0,0,,,1,1,78000.0,3,1,58000.0,,,,,,,
913,860,0.0,0.0,12000000.0,3,1,,1200000.0,3,3,650000.0,21,1,,,,,,10.0,,
914,45,,,,0,0,,,1,1,,1,1,,,,,,,,
914,66,,,,0,0,,,1,1,,1,1,,,,,,,,
914,177,,,,0,0,,,1,1,,1,1,,,,,,,,
914,192,0.0,0.0,95056.0,2,1,,,1,1,,1,1,,,,,,,,
914,226,,,,0,0,,,1,1,,1,1,,,,,,,,
914,344,,,,0,0,,,1,1,82000.0,5,3,,,,,,,,
914,395,,,,0,0,,,1,1,,1,1,,,,,,,,
914,397,0.0,0.0,315000.0,2,1,,18530.0,1,1,38400.0,5,3,,,,,,17.0,,
914,448,,,,0,0,,,1,1,,1,1,,,,,,,,
914,455,0.0,0.0,4409.0,2,1,,,1,3,1930.0,5,1,,,,,,,,
914,456,0.0,0.0,39864.0,2,1,,4026.0,2,3,7063.0,5,1,,,,,,,,
914,496,,,,0,0,,,1,1,,1,1,,,,,,,,
914,567,5.0,8.0,0.0,2,32,,,1,3,100.0,32,1,,,,,,,,
914,629,5.0,8.0,0.0,2,32,,,1,3,10000.0,32,1,,,,,,,,
914,700,5.0,8.0,0.0,2,32,,,1,1,100.0,32,1,,,,,,,,
914,815,,,,0,0,,,1,1,,1,1,,,,,,,,
914,844,,,,0,0,,,1,1,,1,1,,,,,,,,
914,848,5.0,8.0,0.0,2,32,,,1,3,100.0,32,1,,,,,,,,
914,1184,0.0,0.0,1189824.0,2,1,,,1,1,,1,1,454.0,,,,,,,
914,1199,5.0,8.0,0.0,2,32,,,1,3,100.0,32,1,,,,,,,,
914,1204,5.0,8.0,0.0,2,32,,,1,1,525.0,4,1,,,,,,,,
914,1222,0.0,0.0,227000.0,3,1,,57000.0,3,3,34000.0,5,1,,,,,,4.0,,
914,1243,,,,0,0,,,1,1,,1,1,,,,,,,,
914,1267,,,,0,0,,,1,1,,1,1,,,,,,,,
914,1276,,,,0,0,,,1,1,,1,1,,,,,,,,
914,1280,,,,0,0,,,1,3,1070.0,12,1,,,,,,,,
914,1294,0.0,0.0,156000.0,2,1,,9400.0,2,3,16530.0,5,3,,,,,,10.0,,
914,1294,0.0,0.0,156000.0,2,1,,3350.0,2,3,5880.0,5,3,,,,,,18.0,,
914,1298,0.0,0.0,184000.0,2,1,,,1,1,25.0,12,3,,,,,,,,
914,1310,5.0,8.0,0.0,2,32,,,1,3,100.0,32,1,,,,,,,,
914,1311,5.0,8.0,0.0,2,32,,,1,3,100.0,32,1,,,,,,,,
914,1351,,,,0,0,,,1,3,3.37,3,1,,,,,,,,
914,1352,,,,0,0,,,1,1,,1,1,,,,,,,,
914,1448,5.0,8.0,0.0,2,32,,,1,3,100.0,32,1,,,,,,,,
914,1464,0.0,0.0,107080.0,2,1,,,1,3,19000.0,5,1,,,,,,,,
914,1467,0.0,0.0,395500.0,2,1,,7600.0,2,3,52600.0,5,1,,,,,,,,
914,1468,0.0,0.0,14239.0,2,1,,,0,0,,0,0,,,,,,,,
914,1482,,,,0,0,,7500.0,6,3,,1,1,,,,,0.5,8.0,,
914,1489,5.0,8.0,0.0,2,32,,,1,1,,1,1,,,,,,,,
914,1616,5.0,8.0,0.0,2,32,,,1,3,100.0,32,1,,,,,,,,
914,1962,,,,0,0,,,1,1,,1,1,,,,,,,,
914,1963,,,,0,0,,,1,1,,1,1,,,,,,,,
914,1965,,,,0,0,,,1,1,,1,1,,,,,,,,
914,1972,,,,0,0,,,1,3,4197.0,5,1,,,,,,,,
914,2071,,,,0,0,,,1,1,5227.0,5,1,,,,,,,,
914,2076,,,,0,0,,,1,1,,1,1,,,,,,,,
915,192,,,,0,0,,,1,1,,1,1,,,,,,,,
915,1179,,,,0,0,,,1,1,,1,1,,,,,,,,
915,2049,,,,0,0,,,1,1,,1,1,,,,,,,,
916,192,0.0,0.0,425000.0,2,1,,,1,3,7500.0,12,1,,,,,,,,
917,1879,0.0,0.0,117000.0,3,1,,79000.0,3,3,2678000.0,5,1,,,,,,,,
918,516,0.0,0.0,885000.0,9,1,,356250.0,9,3,850.0,12,3,,,,,0.15,2.4,,
918,854,0.0,0.0,4000.0,3,1,,59520.0,3,3,1488000.0,5,3,,,,,,0.1,,
918,1825,,,,0,0,,,1,5,1.5,11,1,,,,,,,,
918,1879,0.0,0.0,4750000.0,3,1,,6598000.0,3,3,,1,1,,,,,,,,
919,359,,,,0,0,,,1,1,,1,1,,,,,0.5,2.0,,
919,509,,,,0,0,,,1,1,,1,1,,,,,0.67,,,
920,339,0.0,0.0,380500.0,2,1,3.0,57500.0,2,3,,1,1,,,,,,5.3,,
920,670,,,,0,0,,386850.0,2,3,,1,1,,,,,,,,
921,183,,,,0,0,,,1,1,,1,1,,,,,,,,
921,340,,,,0,0,,,1,1,,1,1,,,,,,,,
922,340,,,,0,0,,,1,1,,1,1,,,,,,,,
922,340,,,,0,0,,,1,1,,1,1,,,,,,,,
922,1278,,,,0,0,,,1,1,,1,1,,,,,,,,
925,343,0.0,0.0,77000.0,2,1,,,1,1,,1,1,,,,,,,,
925,343,0.0,0.0,77000.0,2,1,,,1,1,240.0,9,1,,,,,0.33,,,
926,359,,,,0,0,,,1,1,,1,1,,0.1,0.15,,,,,
926,1755,0.0,0.0,400.0,3,1,,6150.0,3,3,168200.0,5,1,,,,,,0.1,,
928,362,0.0,0.0,32454.0,2,1,,945.0,2,3,,1,1,,,,0.64,,,,
928,633,,,,0,0,,,1,1,,1,1,,,,,,,,
928,694,,,,0,0,,5000.0,5,3,,1,1,,,,,,5.0,,
929,52,0.0,0.0,2.5,14,1,,13.0,14,3,151.0,5,1,,,,,,0.25,,
929,54,,,,0,0,,,1,1,,1,1,,,,,,,,
929,62,,,,0,0,,,1,1,,1,1,,,,,,,,
929,154,,,,0,0,,,2,3,,1,1,,,,,0.33,6.0,,
929,156,,,,0,0,,,1,1,,1,1,,,,,,,,
929,170,,,,0,0,,10800.0,3,2,180000.0,5,3,,,,,,,,
929,509,,,,0,0,,,1,1,,1,1,,,,,,,,
929,616,,,,0,0,,20000.0,3,3,250000.0,5,1,,,,,,,,
929,1766,,,,0,0,,,1,1,,1,1,,,,,,,,
929,1932,,,,0,0,,,1,1,,1,1,,,,,,,,
930,371,0.0,0.0,800000.0,2,1,,145200.0,2,3,11500.0,12,3,,,,,0.4,5.5,,
931,372,0.0,0.0,751599.0,2,1,,152918.0,2,3,6600.0,12,3,1165.0,,,,0.6,4.9,,
932,385,,,,0,0,,,1,1,0.194,5,1,,,,,0.19,,,
932,386,,,,0,0,,,1,1,,1,1,,,,,,,,
932,394,,,,0,0,,3000.0,2,3,35000.0,5,3,3.0,,,,,,,
932,474,,,,0,0,,,1,1,,1,1,,,,,,,,
932,477,,,,0,0,,,1,1,,1,1,,,,,,,,
932,484,,,,0,0,,8000.0,6,1,,1,1,,,,,,,,
932,546,,,,0,0,,,1,1,,1,1,,,,,,,,
932,648,,,,0,0,,,1,1,,1,1,,,,,,,,
932,664,,,,0,0,,,1,3,11.4,34,1,,,,,,,,
932,689,,,,0,0,,,1,1,,1,1,,,,,,,,
932,1755,,,,0,0,,,1,1,,1,1,,,,,,,,
932,2051,,,,0,0,,,1,1,,1,1,,,,,,,,
932,2053,,,,0,0,,5820.0,2,3,84.0,12,1,,,,,,,,
932,2054,,,,0,0,,,1,1,,1,1,,,,,,,,
932,2056,,,,0,0,,,1,1,,1,1,,,,,,,,
932,2072,,,,0,0,,,1,1,,1,1,,,,,,,,
932,2073,,,,0,0,,,1,1,,1,1,,,,,,,,
932,2075,,,,0,0,,,1,1,,1,1,,,,,,,,
933,387,,,,0,0,,,1,1,,1,1,,,,,,,3.0,5.0
935,368,0.0,0.0,3400000.0,2,1,,,1,1,,1,1,,,,,0.25,,,
935,1576,0.0,0.0,2254000.0,3,1,,920000.0,3,3,17800000.0,5,1,22498.0,,,,,1.4,,
935,1576,0.0,0.0,2254000.0,3,1,,612000.0,3,3,20400000.0,5,1,23179.0,,,,,1.6,,
936,135,,,,0,0,,52421.0,3,3,253830.0,7,1,680.0,,,,,0.0,,
936,148,0.0,0.0,2840000.0,3,1,,610000.0,3,3,3.535,7,1,9.699,,,,,4.7,,
936,392,0.0,0.0,330000.0,2,1,3.0,16800.0,2,3,420.0,12,3,102.0,,,,,13.0,,
936,654,,,,0,0,,168744.0,2,3,37385.0,2,1,2916.0,,,,,,,
936,657,0.0,0.0,7000000.0,12,1,,,1,1,,1,1,,,,,,4.0,,
936,662,0.0,0.0,5000000.0,3,1,,918000.0,1,1,153000.0,10,3,,,,,,5.4,,
936,839,0.0,0.0,24800000.0,3,1,,9465659.0,3,1,,1,1,,,,,,2.58,,
936,1242,,,,0,0,,,1,1,,1,1,,,,,,,,
936,1366,,,,0,0,,,1,1,,1,1,5000.0,,,,,,,
936,1576,0.0,0.0,250000.0,3,1,,208000.0,3,3,9100000.0,5,1,8936.0,,,,,1.2,,
937,53,,,,0,0,,84000.0,5,3,200000.0,9,3,300.0,0.8,0.9,,,,,
937,56,0.0,0.0,1390.0,5,1,,4630.0,5,3,,1,1,,,,,,0.3,,
937,155,0.0,0.0,130000.0,2,1,,33000.0,2,3,1100.0,12,3,70.0,,,,0.036,,,
937,383,,,,0,0,,,1,1,,1,1,,,,,,,,
937,433,0.0,0.0,110000.0,2,1,,16320.0,2,2,,1,1,,,,,,7.0,,
937,433,0.0,0.0,110000.0,2,1,,25000.0,2,2,9765000.0,6,2,,,,,,5.3,,
937,675,,,,0,0,,85000.0,3,3,,1,1,,,,,,,,
937,1574,0.0,0.0,4635.0,3,1,,6998.0,3,3,505.0,11,3,,,,,,0.6,,
937,1668,0.0,0.0,250045.0,5,1,,,1,1,1241.0,1,1,75.0,,,,,,,
937,1693,,,,0,0,,,1,1,,1,1,,,,,,,,
937,1806,0.0,0.0,58000.0,3,1,,208000.0,3,3,,1,1,,,,,,0.3,,
937,1988,,,,0,0,,,1,1,,1,1,,,,,,,,
941,380,,,,0,0,,22000.0,2,3,,1,1,,,,,,0.0,,
943,662,0.0,0.0,0.0,3,1,,130000.0,3,3,22000.0,11,1,,,,,,0.0,,
943,1176,0.0,0.0,59000.0,2,1,,,0,0,,0,0,,,,,,,,
943,2051,,,,0,0,,,1,1,,1,1,,,,,,,,
943,2096,,,,0,0,,,1,1,,1,1,,,,,,,,
944,355,,,,0,0,,,1,1,,1,1,,,,,0.8,,,
946,393,,,,0,0,,,1,1,,1,1,,,,,,,,
946,394,,,,0,0,,11000.0,2,3,,1,1,12.0,,,,,,,
946,395,,,,0,0,,,1,1,,1,1,,,,,,,,
946,396,,,,0,0,,,1,1,,1,1,,,,,,,,
946,397,,,,0,0,,,1,1,,1,1,,,,,,,,
946,2095,,,,0,0,,,1,1,,1,1,,,,,,,,
949,163,,,,0,0,,,1,1,,1,1,,,,,,,,
949,864,,,,0,0,,3860.0,3,3,150.0,11,1,,,,,,,,
950,412,0.0,0.0,11000.0,2,1,,,1,1,,1,1,,,,,,,,
950,413,,,,0,0,,,1,1,,1,1,,,,,,,,
950,414,,,,0,0,,,1,1,,1,1,,,,,0.05,,,
950,415,,,,0,0,,,1,1,,1,1,,,,,,,,
950,416,,,,0,0,,,1,1,,1,1,,,,,0.35,,,
950,417,,,,0,0,,,1,1,,1,1,,,,,,,,
950,418,,,,0,0,,,1,1,,1,1,,,,,,,,
950,419,,,,0,0,,,1,1,,1,1,,,,,,,,
950,420,,,,0,0,,,1,1,,1,1,,,,,,,,
950,421,,,,0,0,,,1,1,,1,1,,,,,,,,
950,422,,,,0,0,,,1,1,,1,1,,,,,,,,
950,1200,,,,0,0,,,1,1,,1,1,,,,,,,,
950,2057,,,,0,0,,,1,1,,1,1,,,,,,,,
954,477,,,,0,0,,,1,1,,1,1,,,,,,,,
955,512,0.0,0.0,240000.0,9,1,,,0,0,,0,0,,,,,,,,
955,652,,,,0,0,,,1,1,,1,1,,,,,,,,
955,664,,,,0,0,,,1,1,,1,1,,,,,,,,
955,765,0.0,0.0,1274903.0,5,1,,,1,1,71822.0,1,1,3777.0,,,,,,,
955,1949,0.0,0.0,8831.0,2,1,,,1,3,9000.0,7,1,25.0,,,,,,,
955,2054,,,,0,0,,,1,1,,1,1,,,,,,,,
955,2055,,,,0,0,,,1,1,,1,1,,,,,,,,
956,482,0.0,0.0,1000000.0,6,1,,2000000.0,6,3,,1,1,12000.0,,,,,,,
958,359,,,,0,0,,,1,1,,1,1,,,,,0.5,,,
958,1879,0.0,0.0,10000.0,3,1,,43000.0,3,3,862000.0,5,1,,,,,,,,
959,436,,,,0,0,,,1,1,,1,1,,0.05,0.06,,,,,
962,136,0.0,0.0,70000.0,3,1,,28000.0,3,3,1400.0,15,1,3514.0,,,,,2.5,,
962,147,,,,0,0,,,1,1,,1,1,,,,,,,,
962,658,,,,0,0,,,7,3,,1,1,,,,,,,,
962,809,0.0,0.0,19075.0,3,1,,,0,0,,0,0,,,,,,,,
962,851,0.0,0.0,2800000.0,3,1,,1130000.0,3,1,,1,1,,,,,,2.5,,
965,97,0.0,0.0,3674.0,3,1,2.0,14516.0,3,3,105600.0,5,3,94.0,,,,0.2,0.3,,
965,675,,,,0,0,,1400000.0,3,3,,1,1,,,,,,,,
966,445,0.0,0.0,2000.0,2,1,,,1,1,8475.0,5,3,2.54,,,,,2.0,,
967,140,,,,0,0,,,1,1,600000.0,16,1,,,,,,,,
967,140,,,,0,0,,60000.0,5,3,,1,1,,,,,,,,
969,182,,,,0,0,,,1,1,,1,1,,,,,,,,
969,183,,,,0,0,,,1,1,,1,1,,,,,,,,
969,185,,,,0,0,,,1,1,,1,1,,,,,,,,
970,763,,,,0,0,,,1,1,,1,1,,,,,,,,
970,1306,,,,0,0,,,1,1,,1,1,,,,,,,,
970,2067,,,,0,0,,,1,1,,1,1,,,,,0.02,,,
970,2068,,,,0,0,,,1,1,,1,1,,,,,0.14,,,
970,2069,,,,0,0,,,1,1,,1,1,,,,,0.17,,,
970,2070,,,,0,0,,,1,1,,1,1,,,,,0.17,,,
970,2071,,,,0,0,,,1,1,,1,1,,,,,,,,
970,2072,,,,0,0,,,1,1,,1,1,,,,,,,,
970,2073,,,,0,0,,,1,1,,1,1,,,,,0.05,,,
970,2074,,,,0,0,,,1,1,,1,1,,,,,0.25,,,
970,2075,,,,0,0,,,1,1,,1,1,,,,,0.2,,,
970,2076,,,,0,0,,,1,1,,1,1,,,,,0.3,,,
970,2077,,,,0,0,,,1,1,,1,1,,,,,,,,
974,477,0.0,0.0,10500.0,6,1,,30000.0,6,1,500.0,12,3,282.0,,,,,,,
974,484,0.0,0.0,300000.0,6,1,8.0,1500000.0,6,3,,1,1,7800.0,,,,,,,
974,606,,,,0,0,,,1,1,,1,1,,,,,,,,
974,661,,,,0,0,,,1,1,,1,1,,,,,,,,
974,666,,,,0,0,,,1,1,,1,1,,,,,,,,
974,1906,0.0,0.0,270000.0,3,1,,2200000.0,3,3,687500.0,11,3,,,,,,0.1,,
974,1966,,,,0,0,,,1,1,,1,1,,,,,,,,
974,1988,,,,0,0,,,1,1,,1,1,,,,,,,,
977,1619,,,,0,0,,,1,1,,1,1,,,,,,,,
981,2053,,,,0,0,,,1,1,,1,1,,,,,,,,
981,2054,,,,0,0,,,1,1,,1,1,,,,,,,,
981,2057,,,,0,0,,,1,1,,1,1,,,,,,,,
985,520,0.0,0.0,76225.0,2,1,2.0,609796.0,2,3,149155.0,7,3,,,,,0.22,0.1,,
985,647,,,,0,0,,,1,3,38000.0,7,1,103.0,,,,,,,
985,2050,,,,0,0,,,1,1,,1,1,,,,,,,,
986,1185,,,,0,0,,,1,1,,1,1,,,,,,,,
986,1199,,,,0,0,,,1,1,,1,1,,,,,,,,
986,1266,0.0,0.0,309839.0,3,1,,17300.0,3,3,,1,1,,,,,,17.9,,
986,1308,,,,0,0,,,1,1,,1,1,,,,,,,,
986,1309,,,,0,0,,,1,1,,1,1,,,,,,,,
986,1453,,,,0,0,,,1,1,,1,1,,,,,,,,
989,367,,,,0,0,,,1,1,,1,1,,,,,,,,
989,569,,,,0,0,,,1,1,,1,1,,,,,,,,
989,710,,,,0,0,,,1,3,740000.0,21,1,,,,,,,,
989,1206,,,,0,0,,,1,3,3500.0,9,1,,,,,,,,
989,1210,,,,0,0,,,1,1,,1,1,,,,,,,,
989,1267,,,,0,0,,,1,1,,1,1,,,,,,,,
989,1270,,,,0,0,,,1,1,,1,1,,,,,,,,
989,1958,,,,0,0,,,1,1,,1,1,,,,,,,,
989,1962,,,,0,0,,,1,1,,1,1,,,,,,,,
989,2049,,,,0,0,,,1,1,,1,1,,,,,,,,
990,1523,0.0,0.0,2455967.0,1,1,,,1,1,-13110.0,2,1,14452.0,,,,,,,
991,447,,,,0,0,,,1,1,,1,1,,,,,,,,
993,1969,,,,0,0,,,1,1,,1,1,,,,,,,,
997,569,,,,0,0,,,1,1,,1,1,,,,,,,,
997,720,,,,0,0,,240.0,3,3,,1,1,,,,,,,,
997,1289,,,,0,0,,,1,1,,1,1,,,,,,,,
998,1216,,,,0,0,,,1,1,,1,1,,,,,,,,
1000,49,,,,0,0,,,3,3,,1,1,,,,,,,,
1000,178,0.0,0.0,2500.0,3,1,,1000.0,3,3,10500.0,12,3,,,,,,,,
1000,394,,,,0,0,,10000.0,2,3,,1,1,,,,,0.25,,,
1000,484,,,,0,0,,287806.0,1,1,,1,1,,,,,,,,
1000,710,,,,0,0,,,1,3,3672500.0,5,1,,,,,,,,
1000,1575,0.0,0.0,1200.0,3,1,,1764.0,3,3,49.0,11,3,,,,,,0.6,,
1000,1965,,,,0,0,,,1,1,,1,1,,,,,,,,
1001,477,,,,0,0,,,1,1,1000.0,12,3,550.0,,,,,,,
1001,716,,,,0,0,,,1,1,1652432.0,5,1,,,,,,,,
1001,1255,,,,0,0,,,1,1,,1,1,,,,,,,,
1001,1576,0.0,0.0,16000.0,3,1,,7000.0,3,3,1700000.0,5,1,1778.0,,,,,0.1,,
1001,1576,0.0,0.0,16000.0,3,1,,84000.0,3,3,2000000.0,5,1,2127.0,,,,,0.1,,
1001,1806,0.0,0.0,38000.0,3,1,,82000.0,2,3,444000.0,5,1,,,,,,2.95,,
1002,486,,,,0,0,,,1,1,,1,1,,,,,,1.5,,
1002,665,,,,0,0,,,1,1,,1,1,,,,,,,,
1002,674,,,,0,0,,,1,1,,1,1,,,,,,,,
1002,825,0.0,0.0,750000.0,3,1,,250000.0,3,3,5000.0,12,1,,,,,,3.0,,
1002,864,,,,0,0,,,1,1,,1,1,,,,,,,,
1003,490,0.0,0.0,73952.0,6,1,3.0,6000.0,6,3,400.0,12,3,,,,,,4.9,,
1003,501,,,,0,0,,,1,1,,1,1,,,,,,,,
1003,512,0.0,0.0,1200000.0,9,1,3.0,,1,1,,1,1,,,,,0.135,2.5,,
1003,644,0.0,0.0,2500000.0,4,1,,,1,3,32500.0,2,1,5703.0,,,,,4.5,,
1003,763,,,,0,0,,,1,1,,1,1,,,,,,,,
1003,767,,,,0,0,,,1,1,,1,1,,,,,,,,
1003,780,0.0,0.0,115790.0,5,1,,,1,3,200.0,2,1,12.0,,,,,,,
1003,807,,,,0,0,,,1,3,14199.0,2,1,8495.0,,,,,,,
1003,813,,,,0,0,,,1,1,,1,1,,,,,,,,
1003,1498,0.0,0.0,50840.0,5,1,,,1,3,275.0,2,1,19.0,,,,,,,
1003,1678,0.0,0.0,30026.0,5,1,,,1,1,,1,1,,,,,,,,
1003,1681,0.0,0.0,1800000.0,5,1,,,1,3,9499.0,2,1,3168.0,,,,,,,
1003,2020,0.0,0.0,10175840.0,15,1,,,1,1,4674000.0,23,1,,,,,,,,
1003,2058,,,,0,0,,,1,1,,1,1,,,,,,,,
1004,471,0.0,0.0,10000.0,6,1,,4085.0,6,3,331.0,12,3,16.2,,,,,2.5,,
1005,153,0.0,0.0,50000.0,2,1,,81400.0,2,3,2670.0,12,1,171.0,,,,,4.3,,
1005,453,,,,0,0,,,1,1,,1,1,207.0,,,,0.107,,,
1006,453,,,,0,0,,,1,1,,1,1,,,,,,,,
1006,1354,,,,0,0,,,1,1,,1,1,,,,,,,,
1007,453,,,,0,0,,,1,1,,1,1,,,,,,,,
1007,775,0.0,0.0,50270.0,5,1,,,0,0,,0,0,,,,,,,,
1007,1354,,,,0,0,,,1,1,,1,1,,,,,,,,
1007,1500,0.0,0.0,17172.0,5,1,,,0,0,,0,0,,,,,,,,
1007,1511,0.0,0.0,44326.0,5,1,,,0,0,,0,0,,,,,,,,
1007,1622,0.0,0.0,7205972.0,5,1,,,1,3,6559829.0,2,1,,,,,,,,
1007,1673,0.0,0.0,97300.0,5,1,,,1,1,,1,1,,,,,,,,
1008,519,,,,0,0,,5000.0,2,3,,1,1,,,,,,,,
1009,519,,,,0,0,,,1,1,,1,1,,,,,,,,
1010,507,0.0,0.0,60979.0,2,1,3.0,56000.0,9,3,800.0,12,3,,,,,0.15,2.5,,
1010,507,0.0,0.0,60979.0,2,1,3.0,100000.0,9,3,,1,1,,,,,,,,
1011,162,,,,0,0,,,1,1,,1,1,,,,,,,,
1011,508,0.0,0.0,45735.0,2,1,,66620.0,2,3,1575.0,12,3,,,,,0.83,0.7,,
1011,617,,,,0,0,,,1,3,114000.0,5,1,,,,,,,,
1011,724,,,,0,0,,,1,1,,1,1,,,,,,,,
1011,1368,,,,0,0,,,1,1,,1,1,,,,,0.13,,,
1011,1682,,,,0,0,,,1,1,,1,1,,,,,,,,
1011,2095,,,,0,0,,,1,1,,1,1,,,,,,1.0,,
1011,2102,,,,0,0,,,1,1,,1,1,,,,,,,,
1012,385,,,,0,0,,,1,1,,1,1,,,,,0.4,,,
1013,119,,,,0,0,,,1,1,,1,1,,,,,0.2,,,
1014,119,,,,0,0,,,1,1,,1,1,,,,,0.74,,,
1014,1577,0.0,0.0,28800.0,3,1,,32820.0,3,3,275340.0,5,3,,,,,,0.9,,
1016,446,5.0,6.0,31185.0,2,1,,,0,0,,0,0,,,,,,,,
1017,97,0.0,0.0,2200.0,3,1,8.0,6715.0,3,3,16500.0,7,3,28.5,,,,,0.33,,
1017,532,,,,0,0,,412000.0,7,3,63000.0,7,1,,,,,,0.0,,
1017,762,,,,0,0,,67000.0,3,3,,1,1,834.0,,,,,,,
1017,1683,0.0,0.0,37920.0,3,1,,,1,4,10000.0,9,1,6900.0,,,,,,,
1017,1686,0.0,0.0,4960000.0,5,1,,,1,3,112268.0,2,1,7977.0,,,,,,,
1017,1752,0.0,0.0,250000.0,3,1,,106200.0,3,3,15170.0,11,3,,,,,,2.4,,
1017,1828,0.0,0.0,600000.0,3,1,,286540.0,3,3,10483.0,11,1,,,,,,,,
1018,97,0.0,0.0,660.0,3,1,,1567.0,3,3,11880.0,5,3,11.0,,,,,,,
1019,99,,,,0,0,,,1,1,,1,1,,,,,,,,
1019,136,0.0,0.0,40000.0,3,1,,13000.0,3,3,650.0,15,1,1630.0,,,,,3.1,,
1019,162,0.0,0.0,32000000.0,3,1,,1700000.0,3,3,,1,1,,,,,,,,
1019,2118,0.0,0.0,0.0,1,1,0.0,0.0,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,2119,0.0,0.0,135000000.0,2,1,0.0,0.0,1,1,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,99,,,,0,0,,,1,1,,1,1,,,,,,,,
1020,728,,,,0,0,,2830000.0,7,3,8102621.0,5,1,,,,,,0.0,,
1020,817,0.0,0.0,6000000.0,3,1,,6100000.0,3,3,6000000.0,1,1,,,,,,0.9,,
1020,839,0.0,0.0,10000.0,3,1,,465509.0,3,3,2721360.0,12,1,,,,,,0.8,,
1020,851,0.0,0.0,0.0,1,1,,11800.0,3,3,,1,1,,,,,,,,
1020,1226,,,,0,0,,,1,1,,1,1,,,,,,,,
1020,1755,0.0,0.0,262500.0,3,1,,587500.0,3,3,1094.0,11,1,,,,,,0.4,,
1021,99,0.0,0.0,362000.0,3,1,,12000.0,2,3,70000.0,15,1,,,,,,1.2,,
1022,63,0.0,0.0,700000.0,5,1,,,1,1,33000.0,2,3,3585.0,,,,,,,
1022,100,0.0,0.0,55000.0,3,1,3.0,7600.0,3,3,38000.0,7,3,114.0,,,,,7.2,,
1022,108,0.0,0.0,9302.0,3,1,,2791.0,3,3,150.0,15,1,,,,,,3.0,,
1022,124,0.0,0.0,24000.0,3,1,,7700.0,3,3,290.0,15,3,,,,,,3.6,,
1022,383,0.0,0.0,132210.0,2,1,,86910.0,2,1,,1,1,,,,,,,,
1022,395,,,,0,0,,,1,1,,1,1,,,,,,,,
1022,432,0.0,0.0,60400.0,2,1,,,0,0,,0,0,,,,,,,,
1022,775,0.0,0.0,2647580.0,5,1,,,1,3,73760.0,2,1,6321.0,,,,,,,
1022,1906,0.0,0.0,3000000.0,3,1,,161000.0,3,3,,1,1,,,,,,18.6,,
1022,2071,,,,0,0,,,1,1,,1,1,,,,,,,,
1023,106,,,,0,0,,,1,1,5000.0,15,3,1656.0,0.6,1.0,,,,,
1023,1295,,,,0,0,,,1,1,,1,1,,,,,,,,
1024,557,0.0,0.0,22500.0,2,1,,15000.0,2,3,540.0,12,3,,,,,,1.5,,
1025,171,0.0,0.0,100000.0,6,1,,18737.0,6,3,4084.0,2,1,260.0,,,,0.33,5.3,,
1025,451,,,,0,0,,,1,1,,1,1,,,,,,,,
1025,557,0.0,0.0,310000.0,2,1,,155000.0,2,3,5700.0,12,3,,,,,,2.0,,
1025,853,,,,0,0,,,1,1,,1,1,,,,,,,,
1026,30,0.0,0.0,17000.0,2,1,,,0,0,,0,0,,,,,,,,
1026,1186,,,,0,0,,,1,1,,1,1,,,,,,,,
1026,1208,0.0,0.0,328350.0,2,1,,,1,1,,1,1,,,,,,,,
1026,1567,,,,0,0,,17680.0,3,3,,1,1,,,,,,0.0,,
1026,1574,0.0,0.0,20000.0,3,1,,20000.0,3,3,,1,1,,,,,,1.0,,
1026,1584,0.0,0.0,266600.0,1,1,,147420.0,3,3,,1,1,,,,,,1.1,,
1026,1584,0.0,0.0,266600.0,1,1,,516637.0,3,3,,1,1,,,,,,0.3,,
1026,2068,,,,0,0,,,1,1,,1,1,,,,,,,,
1027,85,,,,0,0,,1900000.0,3,3,274000.0,11,3,,,,,,,,
1028,85,,,,0,0,,6000000.0,3,3,851000.0,11,3,,,,,,,,
1028,658,,,,0,0,,,1,1,,1,1,,,,,,,,
1029,104,0.0,0.0,25000.0,3,1,,23334.0,3,3,,1,1,1400.0,,,,,,,
1030,105,0.0,0.0,408367.0,3,1,,,1,1,,1,1,,,,,,,,
1030,105,0.0,0.0,408367.0,3,1,,,1,1,,1,1,,,,,0.3,,,
1031,98,0.0,0.0,13400.0,3,1,,22315.0,3,3,98400.0,7,3,303.0,,,,,0.6,,
