numsolution,codelangue,jauge_cout,jauge_gain,titre,definition,3,4,application,6,7,8,9,10,11,12
1103,3,3.0,3.0,Units performing laser cutting,"The main optimization of existing units solution is the use of software drivers rather than generic manufacturer software. Specific software, allow a thorough optimization of the control unit. Some of them offer software standby mode during which consumer equipment are stopped.
On new ranges, units of fiber laser cutting offer significant savings compared to a unit using CO2.",,,"Laser cutting units are often key units hands.After discussion with the manufacturers, there is little improvements on existing units. (Trumpf, Prima Power, Bystronic, Adama).
Solutions for cutting plan, saving solution is the use of mechanical solutions (punching) instead of laser technology. The latter is sometimes chosen as easy solutions but is not necessarily the best choice from an energy point of view. This is not applicable for cutting tubes.","The new units, the main source of energy savings is linked to a technological breakthrough. Rather than using the CO2 laser technology fiber optic allows a higher execution speed and low power consumption. By cons, on stainless steel, this technology is applicable for small sheet thicknesses (up to 4-6 mm depending on the manufacturer). The technology of fiber laser cutting is offered for several years by the manufacturers.",,,,"
Not applicable solutions on existing units",,"
Savings in the whole lifetime of the equipment"
1103,4,3.0,3.0,Unidades de realizar el corte con láser,"La principale solution d'optimisation sur les unités existantes est l’utilisation des logiciels de pilotage constructeur plutôt que des logiciels génériques. Les logiciels spécifiques, permettent une optimisation approfondie de la régulation de l’unité. Parmi eux, certains logiciels proposent des modes stand-by durant lesquels les équipements consommateurs sont arrêtés. 
Sur les nouvelles gammes, les unités de découpe laser à fibre optique permettent d'importantes économies en comparaison d'une unité utilisant du CO2.",,,"Les unités de découpe laser sont souvent des unités clés en mains. Après échange avec les constructeurs, il y a peu d’améliorations possibles sur les unités déjà existantes. (Trumpf, Prima power, Bystronic, Adama).
Pour les solutions de découpe plan, une solution d’économie est l’utilisation de solutions mécaniques (poinçonnage) au lieu de la technologie laser. Celle dernière est parfois choisie comme solutions de facilité mais n’est pas forcément le meilleur choix d’un point de vue énergétique. Cela n’est pas applicable à la découpe de tubes.","Sur les nouvelles unités, la principale source d’économie d’énergie est liée à une rupture technologique. Plutôt que d’utiliser du CO2, la technologie laser à fibres optiques permet une vitesse d’exécution plus élevée et une consommation réduite. Par contre, sur de l’acier inoxydable, cette technologie reste applicable pour des petites épaisseurs de plaques (jusqu’à 4 à 6 mm selon les fabricants). La technologie de découpe laser à fibre optique est proposée depuis plusieurs années par les constructeurs.",,,,"
Pas de solutions applicables sur les unités existantes",,"
Economie sur l'ensemble de la durée de vie de l'équipement"
1104,2,3.0,3.0,Optimisation de la performance énergétique des presses hydrauliques,"L’énergie hydraulique est souvent utilisée avec les presses. L’optimisation des consommations des groupes hydrauliques a évolué ces dernières années.
L'optimisation concerne l'utilisation de servo-moteurs utiliser pour arrêter le moteur en dehors du besoin, l'utilisation de pompes à débit variables, le refroidissement de l'huile.",,,"La solution s'applique aux presses hydrauliques à emboutir .
Plusieurs systèmes d'optimisation sont proposés sur les nouvelles gammes des construsteurs. Cependant, certains peuvent être directement appliqués en rétrofit sur les circuits hydrauliques existants.",,,,,"
Coût de modification des circuits importants",,"
Pilotage facilité"
1104,3,3.0,3.0,Optimizing the energy performance of hydraulic presses,"Hydropower is often used with presses. Optimization of water consumption groups has evolved in recent years.
Optimizing the use of servo motors used to stop the engine out of need, the use of variable speed pumps, cooling oil.
",,,"The solution is applicable to hydraulic stamping presses.
Several optimization systems are offered on the new ranges of construsteurs. However, some may be directly applied as a retrofit on existing hydraulic circuits.
",,,,,"
Cost of modifying large circuits",,"
Control facility"
1104,4,3.0,3.0,Optimización del rendimiento energético de prensas hidráulicas,"L’énergie hydraulique est souvent utilisée avec les presses. L’optimisation des consommations des groupes hydrauliques a évolué ces dernières années.
L'optimisation concerne l'utilisation de servo-moteurs utiliser pour arrêter le moteur en dehors du besoin, l'utilisation de pompes à débit variables, le refroidissement de l'huile.",,,"La solution s'applique aux presses hydrauliques à emboutir .
Plusieurs systèmes d'optimisation sont proposés sur les nouvelles gammes des construsteurs. Cependant, certains peuvent être directement appliqués en rétrofit sur les circuits hydrauliques existants.",,,,,"
Coût de modification des circuits importants",,"
Pilotage facilité"
1105,2,,,Chaudière à condensation pour le chauffage des serres horticoles,,,,,,,,,,,
1105,3,,,Condensing boiler for heating greenhouses,,,,,,,,,,,
1105,4,,,Caldera a condensación para la calefacción de invernaderos hortícolas,,,,,,,,,,,
1107,2,,,Ecrans thermiques latéraux,Ecrans thermiques latéraux,,,,,,,,,,
1107,3,,,Side heat shields,Ecrans thermiques latéraux,,,,,,,,,,
1107,4,,,Pantallas térmicas laterales ,Ecrans thermiques latéraux,,,,,,,,,,
1108,2,,,Ventilation naturelle hybride hygroréglable,Ventilation naturelle hybride hygroréglable,,,,,,,,,,
1108,3,,,Hybrid natural ventilation hygroadjustable,Ventilation naturelle hybride hygroréglable,,,,,,,,,,
1108,4,,,Ventilación natural híbrida hidroregulable,Ventilation naturelle hybride hygroréglable,,,,,,,,,,
1109,2,0.0,0.0,Chauffe-bain à condensation,"Installation d'un chauffe-bain à condensation.
Ce système fonctionne comme une chaudière à condensation : une flamme de combustion de gaz chauffe un circuit de tubes de fumées, relié à une évacuation des condensats, à l'intérieur du ballon. L'eau entoure l'ensemble de ce circuit de chauffe. L'eau froide entre par le bas et l'eau chaude est évacuée en haut, pour que l'eau circule de bas en haut en chauffant.
La différence entre chauffe-eau et chauffe-bain réside :
- dans la puissance disponible : supérieure à 10 kW pour un chauffe-bain, inférieure pour un chauffe-eau
- dans la capacité à fournir un grand volume d'eau chaude : un chauffe-bain peut alimenter des sanitaires comprenant douche, baignoire et plusieurs lavabos",,,,,,,,,,
1109,3,0.0,0.0,Condensing water heater,Chauffe-bain à condensation,,,,,,,,,,
1109,4,0.0,0.0,Calentador de baño a condensación,Chauffe-bain à condensation,,,,,,,,,,
1110,2,,,Utilisation de LED pour l’éclairage d’accentuation,Lampe ou luminaire à LED pour l’éclairage d’accentuation,,,,,,,,,,
1110,3,,,Using LEDs for accent lighting,Lamp or LED luminaire for accent lighting,,,,,,,,,,
1110,4,,,Uso de LED para una iluminación de acentuación,"Lámpara ou luminaria a LED para una iluminación de acentuación.
 ",,,,,,,,,,
1111,2,,,Utilisation de LED de type downlight,Luminaire à LED de type downlight,,,,,,,,,,
1111,3,,,Using LED downlight types,LED downlight luminaire types,,,,,,,,,,
1111,4,,,Uso de LED de tipo downlight,"Luminarias de LED de tipo downlight
 ",,,,,,,,,,
1112,2,,,Rééquilibrage d’une installation collective de chauffage à eau chaude,Rééquilibrage d’une installation collective de chauffage à eau chaude,,,,,,,,,,
1112,3,,,Rebalancing a collective heating hot water,Rééquilibrage d’une installation collective de chauffage à eau chaude,,,,,,,,,,
1112,4,,,Reequilibrado de una instalación colectiva de calefacción a agua caliente ,Rééquilibrage d’une installation collective de chauffage à eau chaude,,,,,,,,,,
1113,2,,,Aérotherme biénergies à haute efficacité énergétique,Aérotherme biénergies à haute efficacité énergétique,,,,,,,,,,
1113,3,,,Heater dual-energy high-efficiency,Aérotherme biénergies à haute efficacité énergétique,,,,,,,,,,
1113,4,,,Calentador de alta eficiencia de energía dual,Aérotherme biénergies à haute efficacité énergétique,,,,,,,,,,
1114,2,3.0,3.0,Système de régulation sur une installation frigorifique permettant d’avoir une basse pression flottante,"La régulation de la basse pression consiste à faire varier la pression d'évaporation en fonction des besoins du local afin d'obtenir la consommation la plus faible des couples évaporateur/compresseur.
 
 ",,,Cette solution s'applique aux installations de production de froid.,"La mise en place d'un système de régulation, permettant de faire varier la basse pression, entraîne un gain sur la travail mécanique de compression. Les écarts d'enthalpie obtenus par rapport à un palier fixe d'évaporation représentent les gains d'énergie obtenus.",,,,"
Utilisation de capteurs précis
Les réglages sont primordiaux : un mauvais réglage peut entraîner l'inutilité de la solution
","sur la consommation énergétique pour une remontée de 2 °C dans le cas du froid négatif. Pour le froid positif, un gain de 13 % sur la consommation est envisageable pour une remontée de 4 °C",
1114,3,3.0,3.0,Control system for a refrigeration system having a floating low pressure,Système de régulation sur une installation frigorifique permettant d’avoir une basse pression flottante,,,,,,,,,,
1114,4,3.0,3.0,Sistema de regulación sobre una instalación frigorífica que permite tener una presión baja y flotante,Système de régulation sur une installation frigorifique permettant d’avoir une basse pression flottante,,,,,,,,,,
1116,2,2.0,2.0,Sécheur à adsorption avec récupération de chaleur pour la régénération du sécheur,"Les sécheurs permettent d'éviter la corrosion dans les tuyaux ou encore d'avoir un air trop sec pour certaines applications. Le principe de fonctionnement d'un sécheur à adsorption est basé sur l’affinité physique de rétention de la vapeur d’eau de certains produits comme le sulfate d’alumine.
 
Les sécheurs à adsorption avec régénération de chaleur utilise la chaleur de l'air d'un compresseur dédié pour régénérer les particules adsorbantes. Cet air est ensuite refroidi et amené en amont du sécheur pour être traité également. Ils peuvent se présenter sous la forme d'un sécheur à deux colonnes ou encore à tambour.
 
Certaines conditions d'utilisation sont à respectées comme l'utilisation d'un air exempt d'huile ou encore l'obligation d'avoir un compresseur accompagnant le sécheur.",,,Cette solution s'applique à tout réseau d'air comprimé. Elle vise particulièrement les sites industriels et notamment celles dont les procédés nécessitent un air très sec.,Les particules adsorbantes du sécheur sont régénérées par l'air chaud venant d'un compresseur puis cet air est récupéré et traité à son tour. Ce type de sécheur n'utilise donc pas l'air déjà traité pour régénérer les particules comme pour un sécheur à adsorption sans chaleur.,,,,"
Consommation énergétique plus importante que pour un sécheur frigorifique
Un compresseur doit être associé au sécheur
Utilisation avec de l'air deshuilé
En cas de compresseur avec lubrification, des filtres dépoussiéreurs et dévésiculateurs doivent être placés en amont 
",,"
Température de point de rosée très basse
Utilisable quand la température ambiante est négative
Sécheur plus économique grâce à la récupération de chaleur
Elimine les problèmes liés à l'humidité de l'air comprimé (pannes, réparations, arrêt de production, ...)
"
1116,3,2.0,2.0,Adsorption dryer with heat recovery for dryer regeneration,Sécheur d’air comprimé à haute efficacité énergétique,,,Cette solution s'applique à tout réseau d'air comprimé. Elle vise particulièrement les sites industriels et notamment celles dont les procédés nécessitent un air très sec.,Les particules adsorbantes du sécheur sont régénérées par l'air chaud venant d'un compresseur puis cet air est récupéré et traité à son tour. Ce type de sécheur n'utilise donc pas l'air déjà traité pour régénérer les particules comme pour un sécheur à adsorption sans chaleur.,,,,"
Consommation énergétique plus importante que pour un sécheur frigorifique
Un compresseur doit être associé au sécheur
Utilisation avec de l'air deshuilé
En cas de compresseur avec lubrification, des filtres dépoussiéreurs et dévésiculateurs doivent être placés en amont 
",,"
Température de point de rosée très basse
Utilisable quand la température ambiante est négative
Sécheur plus économique grâce à la récupération de chaleur
Elimine les problèmes liés à l'humidité de l'air comprimé (pannes, réparations, arrêt de production, ...)
"
1116,4,2.0,2.0,Secadero a adsorción con recuperación de calor para la regeneración del secadero,Sécheur d’air comprimé à haute efficacité énergétique,,,Cette solution s'applique à tout réseau d'air comprimé. Elle vise particulièrement les sites industriels et notamment celles dont les procédés nécessitent un air très sec.,Les particules adsorbantes du sécheur sont régénérées par l'air chaud venant d'un compresseur puis cet air est récupéré et traité à son tour. Ce type de sécheur n'utilise donc pas l'air déjà traité pour régénérer les particules comme pour un sécheur à adsorption sans chaleur.,,,,"
Consommation énergétique plus importante que pour un sécheur frigorifique
Un compresseur doit être associé au sécheur
Utilisation avec de l'air deshuilé
En cas de compresseur avec lubrification, des filtres dépoussiéreurs et dévésiculateurs doivent être placés en amont 
",,"
Température de point de rosée très basse
Utilisable quand la température ambiante est négative
Sécheur plus économique grâce à la récupération de chaleur
Elimine les problèmes liés à l'humidité de l'air comprimé (pannes, réparations, arrêt de production, ...)
"
1117,2,,,Moteur à haut rendement IE4 (super premium),,,,,,,,,,Gain moyen supposé à partir des classes de rendement inférieures.,
1117,3,,,High performance engine IE4 (super premium),,,,,,,,,,Average gain expected from the lower classes of performance.,
1117,4,,,Motor a alto rendimiento IE4 (super Premium),,,,,,,,,,Ganancia media supuesta a partir de las clases de rendimientos inferiores.,
1118,2,0.0,0.0,Séquenceur électronique pour le pilotage d’une centrale d’air comprimé,Séquenceur électronique pour le pilotage d’une centrale d’air comprimé,,,"Cette solution peut être appliquée à toutes les installations d'air comprimé comprenant plusieurs compresseurs séquencés en cascade. Plus les plages de pression des différents compresseurs sont étendues, plus le gain est élevé.",,,,,"Compatibilité des équipements, une mise à jour des automates des compresseurs peut être nécessaire",sur la consommation des compresseurs,"- Réduction de la consommation des compresseurs
- Réduction de la pression de fonctionnement des compresseurs
- Réduction des fuites"
1118,3,0.0,0.0,Electronic sequencer for the compressed air of a central control,Séquenceur électronique pour le pilotage d’une centrale d’air comprimé,,,"Cette solution peut être appliquée à toutes les installations d'air comprimé comprenant plusieurs compresseurs séquencés en cascade. Plus les plages de pression des différents compresseurs sont étendues, plus le gain est élevé.",,,,,"Compatibilité des équipements, une mise à jour des automates des compresseurs peut être nécessaire",sur la consommation des compresseurs,"- Réduction de la consommation des compresseurs
- Réduction de la pression de fonctionnement des compresseurs
- Réduction des fuites"
1118,4,0.0,0.0,Secuenciador electrónico para el pilotaje de una central de aire comprimido,Séquenceur électronique pour le pilotage d’une centrale d’air comprimé,,,"Cette solution peut être appliquée à toutes les installations d'air comprimé comprenant plusieurs compresseurs séquencés en cascade. Plus les plages de pression des différents compresseurs sont étendues, plus le gain est élevé.",,,,,"Compatibilité des équipements, une mise à jour des automates des compresseurs peut être nécessaire",sur la consommation des compresseurs,"- Réduction de la consommation des compresseurs
- Réduction de la pression de fonctionnement des compresseurs
- Réduction des fuites"
1119,2,3.0,3.0,Passage d’un réseau de chaleur en basse température,"Les réseaux de chaleur classiques ont des régimes d'eau à 90°C/70°C (température aller/température retour). Le choix d'un réseau à basse température est pertinent d'un point de vue énergétique. Les températures peuvent être par exemple de 75°C/33°C.
Le départ primaire est maintenu à 75°C pour permettre si besoin la production d'eau chaude sanitaire à 60°C.",,,"La solution peut s'appliquer sur des réseaux de chaleur neufs ou des extensions de réseaux de chaleur existants.
La mise en place de cette solution permet des gains énergétiques importants. Cependant, pour maintenir une température de retour basse, des actions transverses doivent être mises en place telles que : 

l'abaissement de la température du réseau en fonction des conditions climatiques extérieures
la mise en place d'une sous-station performante
l'utilisation de sous stations performantes

Un régime d'eau basse température de 75°C/33°C, implique que le régime de chauffage dans les bâtiments à chauffer soit aussi de basse température (40°C/30°C). Pour cela, des emetteurs spécifiques existent.","La baisse du régime de température du réseau a un double impact sur les consommations :

Le diamètre peut être diminué. Les pertes thermiques baissent alors de 17% en moyenne.
La température des réseaux étant plus faible les pertes sont diminuées de 33%.

Au total, les pertes thermiques sont diminuées d'environ 50%.
L'économie engendrée sur la durée de vie du réseau (35 ans) peut atteindre 70% du montant d'investissement initial.",,,,"
Implique la réalisation d'actions d'économies complémentaires
Les émetteurs des bâtiments reliés au réseau de chaleur doivent déjà être à basse température (radiateur basse température ou plancher chauffant).

 ","L'économie varie selon le diamètre du tube :

5€ par mètre de réseau pour un DN25
11€ par mètre de réseau pour un DN200.

 
Ces gains se basent sur un coût de l'énergie de 39€/MWh.","
La taille du réseau de chaleur peut être diminuée.
15 % des investissements peuvent être évités grâce à la diminution de taille.
Economie transverse sur les auxiliaires électriques du réseau de chaleur (pompes par exemple).

 "
1119,3,3.0,3.0,Passage of a network of low temperature heat,Passage d’un réseau de chaleur en basse température,,,"La solution peut s'appliquer sur des réseaux de chaleur neufs ou des extensions de réseaux de chaleur existants.
La mise en place de cette solution permet des gains énergétiques importants. Cependant, pour maintenir une température de retour basse, des actions transverses doivent être mises en place telles que : 

l'abaissement de la température du réseau en fonction des conditions climatiques extérieures
la mise en place d'une sous-station performante
l'utilisation de capteurs solaires thermiques centralisés

 ","La baisse du régime de température du réseau a un double impact sur les consommations :

Le diamètre peut être diminué. Les pertes thermiques baissent alors de 17% en moyenne.
La température des réseaux étant plus faible les pertes sont diminuées de 33%.

Au total, les pertes thermiques sont diminuées d'environ 50%.
L'économie engendrée sur la durée de vie du réseau (35 ans) peut atteindre 70% du montant d'investissement initial.
 
 ",,,,"
Implique la réalisation d'actions d'économies complémentaires
Les éméteurs des bâtiments reliés au réseau de chaleur doivent déjà être à basse température (radiateur basse température ou plancher chauffant).

 ","L'économie varie selon le diamètre du tube :

5€ par mètre de réseau pour un DN25
11€ par mètre de réseau pour un DN200.

 
Ces gains se basent sur un coût de l'énergie de 39€/MWh."," 

La taille du réseau de chaleur peut être diminuée.
Economie transverse sur les auxiliaires électriques du réseau de chaleur (pompes par exemple).

 "
1119,4,3.0,3.0,Paso de una red de calor en temperatura baja,Passage d’un réseau de chaleur en basse température,,,"La solution peut s'appliquer sur des réseaux de chaleur neufs ou des extensions de réseaux de chaleur existants.
La mise en place de cette solution permet des gains énergétiques importants. Cependant, pour maintenir une température de retour basse, des actions transverses doivent être mises en place telles que : 

l'abaissement de la température du réseau en fonction des conditions climatiques extérieures
la mise en place d'une sous-station performante
l'utilisation de capteurs solaires thermiques centralisés

 ","La baisse du régime de température du réseau a un double impact sur les consommations :

Le diamètre peut être diminué. Les pertes thermiques baissent alors de 17% en moyenne.
La température des réseaux étant plus faible les pertes sont diminuées de 33%.

Au total, les pertes thermiques sont diminuées d'environ 50%.
L'économie engendrée sur la durée de vie du réseau (35 ans) peut atteindre 70% du montant d'investissement initial.
 
 ",,,,"
Implique la réalisation d'actions d'économies complémentaires
Les éméteurs des bâtiments reliés au réseau de chaleur doivent déjà être à basse température (radiateur basse température ou plancher chauffant).

 ","L'économie varie selon le diamètre du tube :

5€ par mètre de réseau pour un DN25
11€ par mètre de réseau pour un DN200.

 
Ces gains se basent sur un coût de l'énergie de 39€/MWh."," 

La taille du réseau de chaleur peut être diminuée.
Economie transverse sur les auxiliaires électriques du réseau de chaleur (pompes par exemple).

 "
1120,2,2.0,3.0,Renforcement du calorifuge des canalisations d’un réseau de chaleur en caniveau,"Renforcement du calorifuge des canalisations aller et retour d’un réseau de chaleur en caniveau, qu’il soit eau surchauffée (HT), eau chaude  (BT), ou de vapeur (V), dans tout ou partie du réseau. L'isolation vient en complément d'un isolant déjà existant.
Dans le cas de réseaux à basse température (35°C environ), l'isolation du retour n'est pas vraiment pertinente. La solution porte alors sur l'isolation des canalisations aller uniquement.",,,,,,,,,,
1120,3,2.0,3.0,Strengthening the insulation of piping network heat duct,Renforcement du calorifuge des canalisations d’un réseau de chaleur en caniveau,,,,,,,,,,
1120,4,2.0,3.0,Fortalecimiento del aislamiento de las canalizaciones de una red de calor en arroyo,Renforcement du calorifuge des canalisations d’un réseau de chaleur en caniveau,,,,,,,,,,
1121,2,3.0,3.0,Rénovation d’une illumination de mise en valeur,"Rénovation d’une illumination de mise en valeur d'un bâtiment ou d'un monument.
En général, les illuminations de mise en valeur (souvent en extérieur) se composent de vieux projecteurs et câblages défectueux qui, avec le temps, ont perdu de leur performance. Ils sont souvent en surconsommation et n'émettent plus un éclairage performant.
Le remplacement de ces dispositifs doit être effectué avec des luminaires performant basse consommation (ex : lampes fluo compactes, LED). Ainsi, le nombre de luminaires à installer sera réduit, la luminosité sera plus intense et les lampes consommeront moins d'énergie.",,,"La rénovation d'une illumination de mise en valeur doit être effectuée dès lors que le dispositif présente une défaillance (câblage, luminaire) ou consomme beaucoup trop pour l'éclairage qu'il fournit.
 
Sont éligibles à des subventions les opérations de rénovation respectant les normes suivantes :

La rénovation est effectuée avec dépose des anciens appareils (à fournir la facture dépose détaillée et un tableau récapitulatif, attesté par le bénéficiaire ou le professionnel, avec le nombre de luminaires et les puissances associées avant/après l’opération) ;
La puissance finale est plus de quatre fois inférieure à la puissance initiale ;
Un système de commande dédié, permettant de respecter les conditions d’extinction imposées par la réglementation relative à la lutte contre les nuisances lumineuses, est mis en place.
","La rénovation permet de mettre en place des luminaires basse consommation plus performants et de remplacer tout câblage défaillant pouvant engendrer des pertes d'énergie. 
Cela engendre des économies importantes pour la ville ou le propriétaire du bâtiment / monument à mettre en valeur, mais aussi de grandes économies d'énergie, puisque l'éclairage décoratif est en général un gros consommateur d'électricité.",,,,"
Choix des luminaires en fonction du bâtiment/monument à mettre en valeur
",,"
Eclairage plus performant
Meilleure luminosité pour une moindre consommation
"
1121,3,3.0,3.0,Renovation of illumination enhancement,Rénovation d’une illumination de mise en valeur,,,"Sont éligibles les opérations de rénovation respectant les exigences suivantes :

La rénovation est effectuée avec dépose des anciens appareils (à fournir la facture dépose détaillée et un tableau récapitulatif, attesté par le bénéficiaire ou le professionnel, avec le nombre de luminaires et les puissances associées avant/après l’opération) ;
La puissance finale est plus de quatre fois inférieure à la puissance initiale ;
Un système de commande dédié, permettant de respecter les conditions d’extinction imposées par la réglementation relative à la lutte contre les nuisances lumineuses, est mis en place.","La rénovation permet de mettre en place des luminaires basse consommation plus performants et de remplacer tout câblage défaillant pouvant engendrer des pertes d'énergie. 
Cela engendre des économies importantes pour la ville ou le propriétaire du bâtiment / monument à mettre en valeur, mais aussi de grandes économies d'énergie, puisque l'éclairage décoratif est en général un gros consommateur d'électricité.",,,,"
Choix des luminaires en fonction du bâtiment/monument à mettre en valeur
",,"
Eclairage plus performant
Meilleure luminosité pour une moindre consommation
"
1121,4,3.0,3.0,Renovación de una mejora de iluminación,Rénovation d’une illumination de mise en valeur,,,"Sont éligibles les opérations de rénovation respectant les exigences suivantes :

La rénovation est effectuée avec dépose des anciens appareils (à fournir la facture dépose détaillée et un tableau récapitulatif, attesté par le bénéficiaire ou le professionnel, avec le nombre de luminaires et les puissances associées avant/après l’opération) ;
La puissance finale est plus de quatre fois inférieure à la puissance initiale ;
Un système de commande dédié, permettant de respecter les conditions d’extinction imposées par la réglementation relative à la lutte contre les nuisances lumineuses, est mis en place.","La rénovation permet de mettre en place des luminaires basse consommation plus performants et de remplacer tout câblage défaillant pouvant engendrer des pertes d'énergie. 
Cela engendre des économies importantes pour la ville ou le propriétaire du bâtiment / monument à mettre en valeur, mais aussi de grandes économies d'énergie, puisque l'éclairage décoratif est en général un gros consommateur d'électricité.",,,,"
Choix des luminaires en fonction du bâtiment/monument à mettre en valeur
",,"
Eclairage plus performant
Meilleure luminosité pour une moindre consommation
"
1123,2,2.0,3.0,Remotorisation d’une unité de transport fluvial,"Remotorisation d’une unité de transport fluvial.
On estime à environ 30 ans la moyenne d'âge des moteurs d'unités fluviales en France. Ces anciens moteurs impliquent une forte consommation de carburant et donc une pollution importante par les GES. Leur remplacement par des moteurs offrant un meilleur rendement est indispensable. Ceux-ci doivent être adaptés au gabarit de l'unité fluviale, à son utilisation (charge, bassin, trajets à effectuer, vitesse...) et leur puissance ne doit pas dépasser celle de l'ancien moteur.",,,"Le remplacement d'un moteur sur une unité fluviale doit être effectuer quelque soit la nature de son utilisation (transport de marchandises ou de personnes, bateau de particulier...). Il garantit une importante économie énergétique et financière, notamment pour les flottes fluviales de sociétés de transport maritime.","On estime à environ 15% le gain énergétique des nouveaux moteurs, par rapport aux anciens. L'économie de carburant peut même atteindre 20%. Ces nouveaux moteurs garantissent également une diminution des émissions de GES dans l'atmosphère.",,,,"
Puissance du nouveau moteur inférieure ou égale à celle de l'ancien
",d'économie de carburant après remotorisation,"
Nouveaux moteurs moins polluants
"
1123,3,2.0,3.0,Repowering a unit of river transport,Remotorisation d’une unité de transport fluvial,,,"Le remplacement d'un moteur sur une unité fluviale doit être effectuer quelque soit la nature de son utilisation (transport de marchandises ou de personnes, bateau de particulier...). Il garantit une importante économie énergétique et financière, notamment pour les flottes fluviales de sociétés de transport maritime.","On estime à environ 15% le gain énergétique des nouveaux moteurs, par rapport aux anciens. L'économie de carburant peut même atteindre 20%. Ces nouveaux moteurs garantissent également une diminution des émissions de GES dans l'atmosphère.",,,,"
Puissance du nouveau moteur inférieure ou égale à celle de l'ancien
",d'économie de carburant après remotorisation,"
Nouveaux moteurs moins polluants
"
1123,4,2.0,3.0,Remotorización de una unidad de transporte fluvial,Remotorisation d’une unité de transport fluvial,,,"Le remplacement d'un moteur sur une unité fluviale doit être effectuer quelque soit la nature de son utilisation (transport de marchandises ou de personnes, bateau de particulier...). Il garantit une importante économie énergétique et financière, notamment pour les flottes fluviales de sociétés de transport maritime.","On estime à environ 15% le gain énergétique des nouveaux moteurs, par rapport aux anciens. L'économie de carburant peut même atteindre 20%. Ces nouveaux moteurs garantissent également une diminution des émissions de GES dans l'atmosphère.",,,,"
Puissance du nouveau moteur inférieure ou égale à celle de l'ancien
",d'économie de carburant après remotorisation,"
Nouveaux moteurs moins polluants
"
1124,2,3.0,3.0,Changement de catégorie de consommation des véhicules,"Changement de catégorie de consommation des véhicules (hors flottes professionnelles).
Les véhicules de particuliers peuvent être renouvelés régulièrement avec des modèles de plus basse consommation. Par exemple, un utilisateur peut changer son véhicule à essence par un véhicule hybride ou électrique. Ceci permet aux investisseurs de réaliser des économies de carburant et donc de limiter les émissions de GES dûes à leur véhicule.
Ils peuvent également sensibiliser les autres particuliers à l'utilisation de véhicules plus respectueux de l'environnement.",,,"Ce changement de catégorie concernent les véhicules légers non-professionnels.
L'investissement important peut être vite rentabilisé suivant le type d'énergie choisie pour le véhicule.","Cette catégorie de véhicules assure des économies concernant le carburant consommé. Cela réduit ainsi les émissions de GES (CO2 notamment). Les déplacements de certains particuliers étant parfois nombreux, cet investissement est en principe vite rentabilisé par les économies réalisées. Le type d'énergie choisi doit correspondre à l'utilisation que l'on souhaite faire de son véhicule. Par exemple, pour trajets quotidiens de courte distance (< 100 km), il est intéressant d'investir dans un véhicule électrique ou hybride.
 ",,,,,,"
Réduction de la consommation de carburant
"
1124,3,3.0,3.0,Change of consumption category vehicles,Changement de catégorie de consommation des véhicules (hors flottes professionnelles),,,"Ce changement de catégorie concernent les véhicules légers non-professionnels.
L'investissement important peut être vite rentabilisé suivant le type d'énergie choisie pour le véhicule.","Cette catégorie de véhicules assure des économies concernant le carburant consommé. Cela réduit ainsi les émissions de GES (CO2 notamment). Les déplacements de certains particuliers étant parfois nombreux, cet investissement est en principe vite rentabilisé par les économies réalisées. Le type d'énergie choisi doit correspondre à l'utilisation que l'on souhaite faire de son véhicule. Par exemple, pour trajets quotidiens de courte distance (< 100 km), il est intéressant d'investir dans un véhicule électrique ou hybride.
 ",,,,,,"
Réduction de la consommation de carburant
"
1124,4,3.0,3.0,Cambio de categoría del consumo de vehículos,Changement de catégorie de consommation des véhicules (hors flottes professionnelles),,,"Ce changement de catégorie concernent les véhicules légers non-professionnels.
L'investissement important peut être vite rentabilisé suivant le type d'énergie choisie pour le véhicule.","Cette catégorie de véhicules assure des économies concernant le carburant consommé. Cela réduit ainsi les émissions de GES (CO2 notamment). Les déplacements de certains particuliers étant parfois nombreux, cet investissement est en principe vite rentabilisé par les économies réalisées. Le type d'énergie choisi doit correspondre à l'utilisation que l'on souhaite faire de son véhicule. Par exemple, pour trajets quotidiens de courte distance (< 100 km), il est intéressant d'investir dans un véhicule électrique ou hybride.
 ",,,,,,"
Réduction de la consommation de carburant
"
